timestamp,city,PM2.5,PM10,NO2,CO,SO2,O3,Temperature,Humidity,AQI
1773849600,Visakhapatnam,16.275,20.525,1.6,273.972,0.69,32.27,25,60,32
1773853200,Visakhapatnam,16.425,20.8,1.44,275.568,0.59,31.98,25,60,32
1773856800,Visakhapatnam,16.25,20.475,1.24,273.936,0.48,31.97,25,60,32
1773860400,Visakhapatnam,15.95,19.85,1.05,270.552,0.37,31.91,25,60,32
1773864000,Visakhapatnam,15.95,19.85,0.93,269.808,0.31,31.83,25,60,32
1773867600,Visakhapatnam,16.125,20.2,0.92,271.02,0.32,31.84,25,60,32
1773871200,Visakhapatnam,16.725,20.95,1.06,276.252,0.38,31.68,25,60,32
1773874800,Visakhapatnam,17.6,21.924999999999997,1.19,283.404,0.42,31.25,25,60,31
1773878400,Visakhapatnam,18.675,22.975,1.33,291.264,0.48,30.86,25,60,32
1773882000,Visakhapatnam,19.7,24.025,1.44,301.188,0.56,30.39,25,60,33
1773885600,Visakhapatnam,20.6,25.65,1.22,312.192,0.64,30.49,25,60,35
1773889200,Visakhapatnam,21.05,26.35,1.05,318.84,0.74,31.3,25,60,35
1773892800,Visakhapatnam,16.35,19.0,0.97,277.056,1.25,34.33,25,60,34
1773896400,Visakhapatnam,15.125,17.4,0.65,272.7,0.88,35.84,25,60,36
1773900000,Visakhapatnam,14.75,16.85,0.52,273.70799999999997,0.74,36.42,25,60,36
1773903600,Visakhapatnam,14.600000000000001,16.525,0.44,276.024,0.68,36.34,25,60,36
1773907200,Visakhapatnam,14.7,16.725,0.38,279.71999999999997,0.65,36.34,25,60,36
1773910800,Visakhapatnam,14.925,17.125,0.35,282.912,0.67,36.8,25,60,37
1773914400,Visakhapatnam,15.125,17.375,0.37,285.31199999999995,0.73,37.81,25,60,38
1773918000,Visakhapatnam,15.375,17.65,0.45,288.96,0.79,38.28,25,60,38
1773921600,Visakhapatnam,15.725,17.9,0.55,294.444,0.78,38.0,25,60,38
1773925200,Visakhapatnam,16.375,18.625,0.72,305.16,0.73,37.16,25,60,37
1773928800,Visakhapatnam,17.175,19.8,0.83,317.472,0.69,36.35,25,60,36
1773932400,Visakhapatnam,17.975,20.9,0.87,329.352,0.66,35.95,25,60,36
1773936000,Visakhapatnam,18.65,21.775,0.84,339.588,0.61,35.9,25,60,36
1773939600,Visakhapatnam,19.375,22.725,0.85,349.86,0.56,36.02,25,60,36
1773943200,Visakhapatnam,19.85,23.275,0.87,358.008,0.52,36.34,25,60,36
1773946800,Visakhapatnam,20.15,23.5,0.86,364.932,0.48,36.69,25,60,37
1773950400,Visakhapatnam,20.375,23.625,0.85,370.332,0.48,37.04,25,60,37
1773954000,Visakhapatnam,20.6,23.775,0.83,375.444,0.49,37.36,25,60,37
1773957600,Visakhapatnam,21.0,24.275,0.89,381.144,0.53,37.54,25,60,38
1773961200,Visakhapatnam,21.575,25.049999999999997,1.02,387.288,0.61,37.47,25,60,37
1773964800,Visakhapatnam,22.275,26.0,1.2,393.576,0.72,37.51,25,60,38
1773968400,Visakhapatnam,23.075000000000003,27.25,1.43,402.0,0.84,37.56,25,60,38
1773972000,Visakhapatnam,24.225,29.5,1.38,412.96799999999996,0.95,37.92,25,60,40
1773975600,Visakhapatnam,25.325,31.325,1.16,421.392,1.12,39.39,25,60,42
1773979200,Visakhapatnam,23.3,26.95,1.09,395.268,1.69,44.43,25,60,44
1773982800,Visakhapatnam,23.125,26.375,0.88,391.296,1.58,48.1,25,60,48
1773986400,Visakhapatnam,23.725,26.8,0.64,387.9,1.44,51.18,25,60,51
1773990000,Visakhapatnam,23.700000000000003,26.599999999999998,0.47,384.132,1.27,51.9,25,60,52
1773993600,Visakhapatnam,22.95,25.825,0.45,379.572,1.15,50.25,25,60,38
1773997200,Visakhapatnam,22.025,24.975,0.5,376.296,1.06,47.62,25,60,48
1774000800,Visakhapatnam,20.925,23.95,0.57,372.72,0.98,45.07,25,60,45
1774004400,Visakhapatnam,19.9,22.85,0.65,367.73999999999995,0.95,43.33,25,60,43
1774008000,Visakhapatnam,19.175,22.15,0.82,362.76,0.94,41.58,25,60,42
1774011600,Visakhapatnam,19.200000000000003,22.725,1.21,365.256,0.89,38.93,25,60,39
1774015200,Visakhapatnam,20.25,25.075000000000003,1.61,375.23999999999995,0.91,36.41,25,60,36
1774018800,Visakhapatnam,21.5,27.6,1.89,384.55199999999996,1.0,34.8,25,60,37
1774022400,Visakhapatnam,22.525,29.575,2.01,389.388,1.08,33.66,25,60,38
1774026000,Visakhapatnam,23.35,31.099999999999998,2.03,392.712,1.09,32.9,25,60,38
1774029600,Visakhapatnam,23.75,31.875,2.0,393.63599999999997,1.05,32.31,25,60,40
1774033200,Visakhapatnam,23.799999999999997,31.95,1.89,390.39599999999996,0.99,31.85,25,60,40
1774036800,Visakhapatnam,23.700000000000003,31.775000000000002,1.71,385.81199999999995,0.94,31.55,25,60,40
1774040400,Visakhapatnam,23.525,31.425,1.58,380.66400000000004,0.9,31.38,25,60,40
1774044000,Visakhapatnam,23.4,30.8,1.48,375.588,0.87,31.24,25,60,38
1774047600,Visakhapatnam,23.35,30.425,1.4,370.45199999999994,0.82,31.02,25,60,38
1774051200,Visakhapatnam,23.425,30.375,1.37,365.604,0.79,30.77,25,60,38
1774054800,Visakhapatnam,23.475,30.75,1.4,361.692,0.8,30.64,25,60,38
1774058400,Visakhapatnam,23.575,31.875,1.39,360.68399999999997,0.85,30.73,25,60,40
1774062000,Visakhapatnam,23.55,32.525,1.15,357.432,0.93,32.19,25,60,40
1774065600,Visakhapatnam,19.95,27.325,0.97,320.556,1.45,36.75,25,60,37
1774069200,Visakhapatnam,19.7,27.0,0.79,308.36400000000003,1.46,40.23,25,60,40
1774072800,Visakhapatnam,20.125,27.549999999999997,0.61,299.556,1.39,42.95,25,60,43
1774076400,Visakhapatnam,20.325,27.65,0.4,288.53999999999996,1.08,44.53,25,60,45
1774080000,Visakhapatnam,20.375,27.7,0.34,279.78,0.91,43.97,25,60,44
1774083600,Visakhapatnam,19.7,27.05,0.37,273.288,0.85,41.82,25,60,42
1774087200,Visakhapatnam,18.875,26.0,0.49,269.592,0.85,39.64,25,60,40
1774090800,Visakhapatnam,18.075,25.075000000000003,0.67,267.36,0.89,37.46,25,60,37
1774094400,Visakhapatnam,17.275,24.2,0.86,265.62,0.9,35.52,25,60,36
1774098000,Visakhapatnam,16.575,23.6,0.96,264.57599999999996,0.88,34.07,25,60,34
1774101600,Visakhapatnam,16.125,23.5,0.96,263.412,0.85,32.86,25,60,33
1774105200,Visakhapatnam,15.95,23.65,0.93,262.656,0.8,32.07,25,60,32
1774108800,Visakhapatnam,15.95,23.95,0.92,262.416,0.71,31.4,25,60,31
1774112400,Visakhapatnam,16.175,24.475,0.97,265.104,0.64,30.75,25,60,31
1774116000,Visakhapatnam,16.325,24.65,1.03,266.664,0.62,30.29,25,60,30
1774119600,Visakhapatnam,16.275,24.375,1.02,264.61199999999997,0.62,30.01,25,60,30
1774123200,Visakhapatnam,16.25,24.125,0.94,262.88399999999996,0.59,29.96,25,60,30
1774126800,Visakhapatnam,16.25,23.75,0.85,261.864,0.54,30.18,25,60,30
1774130400,Visakhapatnam,16.375,23.525,0.81,262.164,0.51,30.48,25,60,30
1774134000,Visakhapatnam,16.7,23.725,0.83,263.652,0.51,30.78,25,60,31
1774137600,Visakhapatnam,17.125,24.25,0.9,266.4,0.53,30.95,25,60,31
1774141200,Visakhapatnam,17.675,25.025,1.03,271.284,0.59,30.88,25,60,31
1774144800,Visakhapatnam,18.275,26.15,1.06,278.988,0.64,30.96,25,60,31
1774148400,Visakhapatnam,18.65,26.675,0.85,283.608,0.71,32.11,25,60,32
1774152000,Visakhapatnam,17.85,24.375,0.72,264.68399999999997,1.08,36.83,25,60,37
1774155600,Visakhapatnam,18.825,25.0,0.54,262.248,1.04,41.68,25,60,42
1774159200,Visakhapatnam,20.025,25.975,0.38,261.71999999999997,0.95,45.09,25,60,45
1774162800,Visakhapatnam,21.325000000000003,27.150000000000002,0.29,261.64799999999997,0.85,47.62,25,60,48
1774166400,Visakhapatnam,22.4,28.174999999999997,0.26,260.652,0.78,48.85,25,60,49
1774170000,Visakhapatnam,22.95,28.700000000000003,0.27,260.20799999999997,0.76,49.01,25,60,49
1774173600,Visakhapatnam,23.049999999999997,28.9,0.35,261.12,0.79,48.33,25,60,48
1774177200,Visakhapatnam,22.424999999999997,28.575,0.47,262.416,0.84,46.25,25,60,46
1774180800,Visakhapatnam,21.875,28.45,0.64,263.364,0.87,44.25,25,60,44
1774184400,Visakhapatnam,21.775,28.925,0.8,265.14,0.85,42.5,25,60,42
1774188000,Visakhapatnam,22.025,29.650000000000002,0.86,267.756,0.8,41.37,25,60,41
1774191600,Visakhapatnam,22.3,30.2,0.87,269.592,0.76,40.87,25,60,41
1774195200,Visakhapatnam,22.625,30.5,0.89,271.02,0.69,40.58,25,60,41
1774198800,Visakhapatnam,23.200000000000003,31.45,0.99,275.03999999999996,0.66,40.02,25,60,40
1774202400,Visakhapatnam,23.674999999999997,32.175,1.11,278.21999999999997,0.67,39.52,25,60,40
1774206000,Visakhapatnam,23.975,32.575,1.22,279.67199999999997,0.73,38.74,25,60,40
1774209600,Visakhapatnam,24.424999999999997,33.3,1.34,282.61199999999997,0.84,37.67,25,60,40
1774213200,Visakhapatnam,24.950000000000003,33.75,1.47,285.552,0.98,36.74,25,60,42
1774216800,Visakhapatnam,25.625,34.3,1.65,289.548,1.18,36.08,25,60,43
1774220400,Visakhapatnam,26.425,34.95,1.83,293.18399999999997,1.37,35.82,25,60,43
1774224000,Visakhapatnam,27.375,35.75,1.97,296.964,1.51,35.78,25,60,45
1774227600,Visakhapatnam,28.425,37.05,2.03,302.82,1.49,35.53,25,60,47
1774231200,Visakhapatnam,29.525,39.3,1.87,312.288,1.41,35.74,25,60,50
1774234800,Visakhapatnam,30.25,40.875,1.44,318.25199999999995,1.35,37.24,25,60,50
1774238400,Visakhapatnam,28.05,36.8,1.37,278.448,2.12,43.15,25,60,47
1774242000,Visakhapatnam,28.45,36.825,1.07,270.948,2.02,47.33,25,60,47
1774245600,Visakhapatnam,29.275,37.275,0.74,267.264,1.74,50.49,25,60,48
1774249200,Visakhapatnam,30.0,37.575,0.36,261.768,1.14,53.46,25,60,53
1774252800,Visakhapatnam,29.175,36.625,0.25,258.34799999999996,0.81,52.3,25,60,52
1774256400,Visakhapatnam,27.3,34.45,0.23,256.95599999999996,0.69,49.19,25,60,49
1774260000,Visakhapatnam,25.225,31.875,0.28,258.64799999999997,0.67,45.71,25,60,46
1774263600,Visakhapatnam,23.15,29.55,0.38,260.52,0.69,42.0,25,60,42
1774267200,Visakhapatnam,21.35,27.725,0.53,262.66799999999995,0.69,38.7,25,60,39
1774270800,Visakhapatnam,20.4,27.0,0.72,267.46799999999996,0.6,35.97,25,60,36
1774274400,Visakhapatnam,20.2,27.25,0.86,274.38,0.53,34.17,25,60,34
1774278000,Visakhapatnam,20.275,27.8,0.95,280.66799999999995,0.53,33.11,25,60,33
1774281600,Visakhapatnam,20.375,28.3,1.0,285.06,0.53,32.22,25,60,33
1774285200,Visakhapatnam,20.575000000000003,28.9,1.04,290.508,0.5,31.28,25,60,35
1774288800,Visakhapatnam,20.575000000000003,28.95,1.04,293.13599999999997,0.46,30.49,25,60,35
1774292400,Visakhapatnam,20.4,28.525,0.98,291.9,0.42,29.88,25,60,33
1774296000,Visakhapatnam,20.549999999999997,28.55,0.94,292.008,0.45,29.65,25,60,35
1774299600,Visakhapatnam,21.0,28.775,0.97,292.95599999999996,0.51,29.81,25,60,35
1774303200,Visakhapatnam,21.75,29.45,1.09,296.232,0.61,29.78,25,60,37
1774306800,Visakhapatnam,22.575000000000003,30.325000000000003,1.22,300.41999999999996,0.7,29.37,25,60,38
1774310400,Visakhapatnam,23.575,31.25,1.37,305.18399999999997,0.81,28.89,25,60,40
1774314000,Visakhapatnam,24.475,32.375,1.49,311.29200000000003,0.93,28.5,25,60,40
1774317600,Visakhapatnam,25.375,34.224999999999994,1.39,319.88399999999996,1.05,28.72,25,60,42
1774321200,Visakhapatnam,26.05,35.6,1.1,325.09200000000004,1.12,30.33,25,60,43
1774324800,Visakhapatnam,24.525,32.275,1.15,286.38,1.78,36.77,25,60,42
1774328400,Visakhapatnam,25.75,33.55,0.8,280.452,1.46,42.65,25,60,43
1774332000,Visakhapatnam,27.2,35.175,0.53,277.404,1.21,46.19,25,60,46
1774335600,Visakhapatnam,28.875,37.075,0.3,274.98,0.86,48.58,25,60,49
1774339200,Visakhapatnam,29.575,37.974999999999994,0.23,273.38399999999996,0.66,48.33,25,60,50
1774342800,Visakhapatnam,29.625,38.175,0.24,273.048,0.61,46.93,25,60,50
1774346400,Visakhapatnam,29.35,38.125,0.3,274.176,0.6,45.26,25,60,48
1774350000,Visakhapatnam,28.775,37.725,0.39,275.868,0.65,43.36,25,60,48
1774353600,Visakhapatnam,28.425,37.475,0.54,277.692,0.67,41.91,25,60,47
1774357200,Visakhapatnam,28.35,37.55,0.69,280.56,0.67,40.83,25,60,47
1774360800,Visakhapatnam,28.3,37.825,0.76,283.98,0.67,39.92,25,60,47
1774364400,Visakhapatnam,28.1,37.974999999999994,0.81,286.764,0.68,39.01,25,60,47
1774368000,Visakhapatnam,27.9,38.175,0.86,289.356,0.65,37.96,25,60,47
1774371600,Visakhapatnam,27.925,38.7,0.95,293.7,0.61,37.11,25,60,47
1774375200,Visakhapatnam,27.825,38.849999999999994,1.0,295.104,0.57,36.53,25,60,47
1774378800,Visakhapatnam,27.675,38.675,1.0,293.76,0.54,36.11,25,60,47
1774382400,Visakhapatnam,27.75,39.0,0.99,293.604,0.55,35.96,25,60,47
1774386000,Visakhapatnam,28.0,39.575,1.01,293.604,0.6,35.82,25,60,47
1774389600,Visakhapatnam,28.474999999999998,40.275,1.11,295.596,0.69,35.65,25,60,47
1774393200,Visakhapatnam,29.025000000000002,41.175,1.23,297.63599999999997,0.79,35.4,25,60,48
1774396800,Visakhapatnam,29.575,41.925,1.37,299.964,0.88,35.15,25,60,50
1774400400,Visakhapatnam,29.9,42.65,1.51,303.252,0.94,34.78,25,60,50
1774404000,Visakhapatnam,30.2,44.025,1.56,311.868,1.0,34.69,25,60,50
1774407600,Visakhapatnam,30.299999999999997,44.725,1.39,317.256,1.07,35.7,25,60,50
1774411200,Visakhapatnam,29.025000000000002,42.05,1.14,288.31199999999995,1.48,40.24,25,60,48
1774414800,Visakhapatnam,29.625,42.85,0.81,282.972,1.4,44.33,25,60,50
1774418400,Visakhapatnam,30.9,44.4,0.53,279.96,1.3,48.2,25,60,51
1774422000,Visakhapatnam,33.025000000000006,46.75,0.33,275.892,1.02,51.34,25,60,54
1774425600,Visakhapatnam,34.25,48.3,0.26,271.91999999999996,0.85,51.42,25,60,56
1774429200,Visakhapatnam,34.65,49.05,0.26,268.788,0.78,50.51,25,60,58
1774432800,Visakhapatnam,34.875,49.474999999999994,0.34,268.428,0.85,49.68,25,60,58
1774436400,Visakhapatnam,34.3,49.300000000000004,0.5,269.58,0.9,47.31,25,60,56
1774440000,Visakhapatnam,33.525,48.95,0.74,270.864,0.91,44.74,25,60,56
1774443600,Visakhapatnam,32.95,48.875,0.94,272.304,0.88,42.25,25,60,54
1774447200,Visakhapatnam,32.75,49.300000000000004,0.99,274.332,0.82,40.6,25,60,54
1774450800,Visakhapatnam,32.925,50.0,0.99,275.652,0.76,39.87,25,60,54
1774454400,Visakhapatnam,33.35,50.85,0.94,274.752,0.67,39.71,25,60,54
1774458000,Visakhapatnam,34.325,52.525000000000006,0.92,274.98,0.6,40.12,25,60,56
1774461600,Visakhapatnam,35.6,54.45,0.91,274.236,0.54,40.94,25,60,59
1774465200,Visakhapatnam,37.0,56.375,0.9,272.292,0.5,41.92,25,60,61
1774468800,Visakhapatnam,38.599999999999994,58.375,0.87,271.128,0.49,43.01,25,60,65
1774472400,Visakhapatnam,40.35,60.300000000000004,0.85,269.544,0.51,44.41,25,60,66
1774476000,Visakhapatnam,42.375,62.525000000000006,0.89,269.016,0.56,46.19,25,60,70
1774479600,Visakhapatnam,44.35,64.57499999999999,0.96,268.692,0.64,48.03,25,60,73
1774483200,Visakhapatnam,46.175000000000004,66.44999999999999,1.09,269.34,0.75,49.57,25,60,76
1774486800,Visakhapatnam,47.65,68.15,1.28,272.928,0.81,50.34,25,60,80
1774490400,Visakhapatnam,48.975,70.125,1.46,281.4,0.84,50.06,25,60,81
1774494000,Visakhapatnam,50.075,71.5,1.33,286.5,0.99,51.1,25,60,83
1774497600,Visakhapatnam,51.125,71.625,1.14,268.368,1.6,56.69,25,60,85
1774501200,Visakhapatnam,54.375,74.7,0.85,263.388,1.71,62.76,25,60,90
1774504800,Visakhapatnam,57.975,78.025,0.55,258.288,1.65,67.77,25,60,97
1774508400,Visakhapatnam,60.275,79.75,0.38,252.50399999999996,1.33,70.46,25,60,100
1774512000,Visakhapatnam,61.2,80.05,0.32,246.37199999999999,1.11,70.74,25,60,101
1774515600,Visakhapatnam,61.75,80.025,0.32,241.164,1.04,70.78,25,60,104
1774519200,Visakhapatnam,62.474999999999994,80.35,0.41,238.956,1.09,70.67,25,60,104
1774522800,Visakhapatnam,62.575,80.42500000000001,0.53,240.096,1.12,68.27,25,60,108
1774526400,Visakhapatnam,61.875,80.025,0.66,242.064,1.05,64.95,25,60,104
1774530000,Visakhapatnam,61.150000000000006,79.65,0.74,244.14,0.94,62.08,25,60,101
1774533600,Visakhapatnam,60.975,79.725,0.74,246.29999999999998,0.88,60.87,25,60,101
1774537200,Visakhapatnam,61.125,80.1,0.74,247.83599999999998,0.87,60.8,25,60,101
1774540800,Visakhapatnam,61.325,80.42500000000001,0.73,247.188,0.85,61.47,25,60,101
1774544400,Visakhapatnam,61.65,80.875,0.76,248.1,0.84,62.2,25,60,104
1774548000,Visakhapatnam,61.900000000000006,81.225,0.81,248.016,0.86,63.21,25,60,104
1774551600,Visakhapatnam,61.974999999999994,81.525,0.87,247.188,0.88,63.52,25,60,104
1774555200,Visakhapatnam,61.974999999999994,81.8,0.94,247.87199999999999,0.91,63.01,25,60,104
1774558800,Visakhapatnam,61.900000000000006,81.625,1.02,249.80399999999997,0.97,61.97,25,60,104
1774562400,Visakhapatnam,62.025,81.625,1.17,253.92,1.07,60.53,25,60,104
1774566000,Visakhapatnam,62.300000000000004,81.72500000000001,1.34,259.224,1.16,58.9,25,60,104
1774569600,Visakhapatnam,62.725,81.875,1.52,265.104,1.27,57.82,25,60,108
1774573200,Visakhapatnam,63.35,82.64999999999999,1.76,271.224,1.39,57.11,25,60,108
1774576800,Visakhapatnam,64.17500000000001,84.6,1.95,279.84,1.51,56.8,25,60,111
1774580400,Visakhapatnam,64.6,85.85,1.77,283.548,1.62,58.34,25,60,115
1774584000,Visakhapatnam,62.75,82.8,1.26,253.72799999999998,1.97,65.29,25,60,108
1774587600,Visakhapatnam,63.625,83.85,0.83,246.324,1.88,70.32,25,60,111
1774591200,Visakhapatnam,65.19999999999999,85.725,0.55,240.96,1.74,73.59,25,60,115
1774594800,Visakhapatnam,64.125,84.57499999999999,0.34,233.028,1.28,74.9,25,60,111
1774598400,Visakhapatnam,63.025000000000006,83.675,0.27,227.616,1.02,73.4,25,60,108
1774602000,Visakhapatnam,62.15,83.1,0.26,225.144,0.91,70.93,25,60,104
1774605600,Visakhapatnam,61.675000000000004,83.025,0.35,226.76399999999998,0.95,68.77,25,60,104
1774609200,Visakhapatnam,61.0,83.025,0.5,229.58399999999997,1.01,65.34,25,60,101
1774612800,Visakhapatnam,60.175,82.92500000000001,0.71,232.47599999999997,1.02,61.64,25,60,100
1774616400,Visakhapatnam,59.45,82.9,0.86,234.43200000000002,0.97,58.33,25,60,98
1774620000,Visakhapatnam,59.0,83.32499999999999,0.88,236.26799999999997,0.91,55.92,25,60,98
1774623600,Visakhapatnam,58.849999999999994,83.925,0.86,237.04799999999997,0.85,54.98,25,60,98
1774627200,Visakhapatnam,58.675,84.25,0.84,236.29199999999997,0.76,54.56,25,60,98
1774630800,Visakhapatnam,58.724999999999994,84.775,0.89,237.216,0.69,54.51,25,60,98
1774634400,Visakhapatnam,58.8,85.14999999999999,0.93,236.59199999999998,0.67,54.85,25,60,98
1774638000,Visakhapatnam,58.724999999999994,85.075,0.94,233.93999999999997,0.65,55.69,25,60,98
1774641600,Visakhapatnam,58.724999999999994,85.1,0.89,231.072,0.65,56.75,25,60,98
1774645200,Visakhapatnam,58.724999999999994,85.14999999999999,0.86,228.76799999999997,0.66,57.69,25,60,98
1774648800,Visakhapatnam,58.825,85.25,0.88,227.928,0.7,58.37,25,60,98
1774652400,Visakhapatnam,58.925,85.3,0.91,227.7,0.74,58.66,25,60,98
1774656000,Visakhapatnam,59.175000000000004,85.575,0.98,228.888,0.77,58.44,25,60,98
1774659600,Visakhapatnam,59.25,85.925,1.12,232.73999999999998,0.81,57.81,25,60,98
1774663200,Visakhapatnam,59.95,87.69999999999999,1.38,241.79999999999998,0.94,56.97,25,60,100
1774666800,Visakhapatnam,61.125,89.75,1.42,247.51199999999997,1.22,57.55,25,60,101
1774670400,Visakhapatnam,61.675000000000004,89.725,1.16,231.096,1.79,63.73,25,60,104
1774674000,Visakhapatnam,64.57499999999999,92.85,0.87,228.91199999999998,1.96,69.4,25,60,115
1774677600,Visakhapatnam,68.125,96.725,0.58,226.248,1.97,73.67,25,60,125
1774681200,Visakhapatnam,68.475,96.625,0.38,220.176,1.63,76.49,25,60,125
1774684800,Visakhapatnam,67.725,95.57499999999999,0.31,213.924,1.33,76.4,25,60,125
1774688400,Visakhapatnam,66.35,93.80000000000001,0.28,208.236,1.13,75.14,25,60,118
1774692000,Visakhapatnam,65.025,92.325,0.34,204.76799999999997,1.08,73.36,25,60,115
1774695600,Visakhapatnam,63.3,91.125,0.46,202.18800000000002,1.06,69.38,25,60,108
1774699200,Visakhapatnam,61.449999999999996,89.925,0.57,200.16,0.96,65.0,25,60,101
1774702800,Visakhapatnam,59.800000000000004,88.94999999999999,0.6,198.552,0.8,61.07,25,60,100
1774706400,Visakhapatnam,58.775000000000006,88.75,0.57,199.044,0.68,58.14,25,60,98
1774710000,Visakhapatnam,58.075,88.75,0.54,199.596,0.6,56.15,25,60,97
1774713600,Visakhapatnam,57.25,88.375,0.49,198.26399999999998,0.53,55.01,25,60,95
1774717200,Visakhapatnam,56.65,88.55000000000001,0.47,197.148,0.5,54.9,25,60,95
1774720800,Visakhapatnam,56.224999999999994,89.17500000000001,0.48,195.528,0.5,55.45,25,60,93
1774724400,Visakhapatnam,55.875,89.52499999999999,0.5,194.292,0.48,56.13,25,60,93
1774728000,Visakhapatnam,55.625,89.55,0.52,193.788,0.46,56.37,25,60,93
1774731600,Visakhapatnam,55.4,89.80000000000001,0.53,192.852,0.45,56.27,25,60,92
1774735200,Visakhapatnam,55.300000000000004,90.35,0.57,193.10399999999998,0.47,55.9,25,60,92
1774738800,Visakhapatnam,55.324999999999996,90.85000000000001,0.63,193.908,0.51,55.42,25,60,92
1774742400,Visakhapatnam,55.300000000000004,91.15,0.73,195.132,0.56,54.94,25,60,92
1774746000,Visakhapatnam,55.125,91.02499999999999,0.87,197.028,0.63,54.34,25,60,92
1774749600,Visakhapatnam,54.699999999999996,90.60000000000001,1.02,200.712,0.7,53.66,25,60,92
1774753200,Visakhapatnam,53.525,88.825,0.93,198.516,0.79,54.08,25,60,90
1774756800,Visakhapatnam,51.125,84.9,0.57,182.064,0.92,56.95,25,60,85
1774760400,Visakhapatnam,50.075,83.25,0.4,178.464,0.91,57.45,25,60,83
1774764000,Visakhapatnam,49.4,82.4,0.31,176.544,0.91,56.69,25,60,82
1774767600,Visakhapatnam,49.0,81.125,0.25,175.788,0.83,56.35,25,60,81
1774771200,Visakhapatnam,47.725,78.5,0.22,173.892,0.75,55.11,25,60,80
1774774800,Visakhapatnam,45.75,75.14999999999999,0.24,171.66,0.71,53.18,25,60,76
1774778400,Visakhapatnam,43.725,71.925,0.32,171.16799999999998,0.77,51.52,25,60,73
1774782000,Visakhapatnam,41.7,69.35,0.43,171.78,0.83,49.37,25,60,70
1774785600,Visakhapatnam,39.7,66.65,0.58,172.536,0.81,47.5,25,60,67
1774789200,Visakhapatnam,38.05,64.6,0.68,172.79999999999998,0.74,45.67,25,60,65
1774792800,Visakhapatnam,37.05,63.849999999999994,0.66,174.96,0.68,44.07,25,60,64
1774796400,Visakhapatnam,36.325,63.550000000000004,0.61,178.09199999999998,0.63,42.69,25,60,64
1774800000,Visakhapatnam,35.575,63.0,0.55,180.324,0.56,41.17,25,60,63
1774803600,Visakhapatnam,35.0,62.225,0.53,183.744,0.53,39.9,25,60,62
1774807200,Visakhapatnam,34.474999999999994,61.125,0.54,186.54,0.52,39.1,25,60,61
1774810800,Visakhapatnam,33.975,59.800000000000004,0.57,189.576,0.49,38.26,25,60,60
1774814400,Visakhapatnam,33.650000000000006,58.825,0.61,193.008,0.48,37.62,25,60,59
1774818000,Visakhapatnam,33.4,58.099999999999994,0.62,195.23999999999998,0.47,37.17,25,60,58
1774821600,Visakhapatnam,33.224999999999994,57.599999999999994,0.65,197.172,0.49,36.94,25,60,58
1774825200,Visakhapatnam,32.925,57.25,0.67,196.98,0.52,37.27,25,60,57
1774828800,Visakhapatnam,32.45,56.925,0.7,194.616,0.55,38.4,25,60,57
1774832400,Visakhapatnam,31.85,56.4,0.76,191.244,0.59,40.19,25,60,56
1774836000,Visakhapatnam,31.349999999999998,55.775,0.86,190.69199999999998,0.67,41.77,25,60,56
1774839600,Visakhapatnam,30.825,55.0,0.81,189.37199999999999,0.81,43.14,25,60,55
1774843200,Visakhapatnam,30.025,52.95,0.61,180.27599999999998,0.98,45.78,25,60,53
1774846800,Visakhapatnam,30.175,52.25,0.43,178.87199999999999,0.92,47.97,25,60,52
1774850400,Visakhapatnam,30.7,52.300000000000004,0.33,179.30399999999997,0.88,49.13,25,60,52
1774854000,Visakhapatnam,31.425,52.525000000000006,0.28,180.684,0.84,49.81,25,60,53
1774857600,Visakhapatnam,31.875,52.575,0.26,182.184,0.79,49.29,25,60,53
1774861200,Visakhapatnam,32.0,52.45,0.26,183.828,0.74,47.8,25,60,53
1774864800,Visakhapatnam,31.95,52.375,0.33,187.128,0.78,46.07,25,60,53
1774868400,Visakhapatnam,31.525,52.074999999999996,0.47,191.68800000000002,0.88,43.83,25,60,53
1774872000,Visakhapatnam,30.950000000000003,51.675000000000004,0.69,195.684,0.95,41.25,25,60,52
1774875600,Visakhapatnam,30.474999999999998,51.375,0.89,199.15200000000002,0.96,38.77,25,60,51
1774879200,Visakhapatnam,30.25,51.325,0.98,202.284,0.98,37.22,25,60,51
1774882800,Visakhapatnam,30.099999999999998,51.3,1.01,204.456,0.99,36.5,25,60,51
1774886400,Visakhapatnam,29.925,50.975,0.98,204.08399999999997,0.94,36.16,25,60,51
1774890000,Visakhapatnam,29.950000000000003,50.85,0.94,204.19199999999998,0.86,36.05,25,60,51
1774893600,Visakhapatnam,30.025,50.575,0.91,203.112,0.78,36.13,25,60,51
1774897200,Visakhapatnam,30.175,50.125,0.9,202.38,0.67,35.83,25,60,50
1774900800,Visakhapatnam,30.575000000000003,50.175,0.9,203.22,0.6,35.42,25,60,51
1774904400,Visakhapatnam,31.025,50.324999999999996,0.91,203.628,0.59,35.26,25,60,51
1774908000,Visakhapatnam,31.6,50.724999999999994,0.97,204.924,0.63,35.31,25,60,53
1774911600,Visakhapatnam,32.125,51.150000000000006,1.01,205.272,0.67,35.63,25,60,53
1774915200,Visakhapatnam,32.650000000000006,51.550000000000004,1.07,205.76399999999998,0.7,36.21,25,60,54
1774918800,Visakhapatnam,32.925,51.775000000000006,1.19,207.23999999999998,0.73,36.77,25,60,54
